vehicle_count,avg_speed,time_of_day,weather,traffic_level
153,78,14,0,High
151,31,12,1,High
100,59,6,0,Medium
89,74,22,1,Medium
139,67,0,2,High
80,77,22,1,Medium
169,42,11,2,High
171,36,18,0,High
155,41,5,0,High
42,53,8,1,Low
177,37,11,2,High
98,79,10,2,Medium
170,64,3,2,High
88,12,18,2,Medium
91,30,7,2,Medium
146,44,18,0,High
120,37,12,2,Medium
190,38,14,2,High
116,49,10,0,Medium
110,57,20,2,Medium
43,50,0,0,Low
181,36,5,2,High
174,70,15,2,High
119,73,17,2,Medium
186,54,13,0,High
96,30,11,0,Medium
183,67,14,1,High
28,63,16,1,Low
154,34,8,0,High
52,69,10,2,Low
32,37,14,1,Low
28,39,18,2,Low
123,77,17,1,High
195,44,8,2,High
50,27,4,0,Low
197,47,21,0,High
52,60,19,0,Low
102,40,17,1,Medium
180,59,1,1,High
157,19,7,1,High
182,79,20,0,High
11,63,7,1,Low
197,74,17,1,High
187,72,7,2,High
15,54,3,2,Low
53,65,13,2,Low
184,16,12,2,High
61,37,18,2,Medium
97,52,15,2,Medium
74,25,10,2,Medium
184,17,19,0,High
131,33,9,0,High
112,62,10,2,Medium
90,51,18,1,Medium
150,32,20,0,High
131,52,22,2,High
52,68,10,2,Low
46,73,11,1,Low
31,69,14,1,Low
156,51,23,2,High
75,17,17,1,Medium
117,48,10,0,Medium
134,53,11,2,High
114,21,14,2,Medium
32,31,23,1,Low
34,18,21,1,Low
58,12,19,2,Low
140,28,19,1,High
152,25,20,0,High
104,37,3,2,Medium
146,72,7,0,High
82,55,7,1,Medium
127,69,22,0,High
116,44,23,1,Medium
175,10,3,1,High
49,54,6,2,Low
119,23,19,1,Medium
77,76,7,0,Medium
139,67,16,2,High
164,14,1,1,High
84,55,18,0,Medium
114,18,16,1,Medium
121,25,16,1,High
37,28,2,1,Low
149,12,10,2,High
43,41,12,2,Low
107,48,22,0,Medium
79,73,3,1,Medium
32,24,6,1,Low
166,24,21,0,High
80,12,15,0,Medium
14,64,7,0,Low
51,74,4,0,Low
45,46,12,2,Low
34,41,1,2,Low
69,30,15,2,Medium
94,14,15,1,Medium
77,54,14,2,Medium
161,56,1,1,High
125,65,1,2,High
58,60,10,0,Low
178,48,1,2,High
18,79,13,1,Low
122,50,0,1,High
10,57,12,1,Low
117,71,6,0,Medium
161,75,2,1,High
83,28,23,1,Medium
162,45,16,1,High
53,40,1,2,Low
146,66,9,0,High
47,44,15,2,Low
19,61,8,0,Low
118,71,15,0,Medium
71,40,7,0,Medium
137,38,21,0,High
103,62,11,1,Medium
13,39,19,2,Low
156,34,14,2,High
166,55,11,2,High
198,16,12,1,High
47,73,15,2,Low
142,30,23,0,High
80,75,0,1,Medium
167,55,20,0,High
40,17,2,2,Low
137,59,4,1,High
46,70,15,2,Low
29,77,7,0,Low
18,78,12,0,Low
143,24,0,1,High
170,11,9,0,High
65,22,15,2,Medium
173,39,18,1,High
117,39,9,1,Medium
161,63,23,1,High
32,59,13,1,Low
84,15,23,2,Medium
197,51,3,2,High
120,28,1,2,Medium
118,15,9,2,Medium
157,76,18,0,High
164,42,16,0,High
125,44,22,2,High
47,49,16,2,Low
18,70,1,2,Low
76,39,5,1,Medium
133,29,9,0,High
157,50,7,2,High
40,44,7,0,Low
63,44,11,2,Medium
156,76,5,0,High
62,62,17,2,Medium
106,60,11,0,Medium
87,61,19,0,Medium
52,46,12,0,Low
56,16,7,2,Low
128,12,12,0,High
49,10,22,2,Low
196,61,14,2,High
125,21,12,2,High
33,46,21,2,Low
28,24,21,1,Low
123,60,21,0,High
98,40,17,1,Medium
51,44,1,0,Low
150,71,23,2,High
79,46,20,1,Medium
42,79,11,1,Low
31,12,20,0,Low
171,57,11,2,High
44,43,16,1,Low
71,75,10,2,Medium
159,30,15,1,High
63,60,6,0,Medium
45,63,4,0,Low
136,53,12,2,High
181,72,21,2,High
183,16,4,0,High
127,17,7,2,High
130,43,17,2,High
131,30,14,0,High
103,40,22,0,Medium
194,48,6,0,High
68,42,16,0,Medium
31,51,15,2,Low
174,58,19,2,High
186,56,5,1,High
119,26,20,2,Medium
133,20,15,2,High
18,60,5,2,Low
135,61,21,2,High
43,29,18,0,Low
185,11,0,0,High
113,43,16,0,Medium
13,17,7,1,Low
19,56,5,1,Low
42,65,2,0,Low
124,21,20,2,High
117,73,4,1,Medium
12,45,5,0,Low
39,77,19,1,Low
129,67,10,0,High
45,79,14,1,Low
18,44,23,0,Low
59,42,16,2,Low
23,32,6,2,Low
136,60,16,2,High
118,64,16,2,Medium
146,22,15,1,High
145,60,10,1,High
166,55,11,2,High
174,55,0,1,High
40,48,17,1,Low
25,79,14,1,Low
22,26,18,1,Low
198,18,7,2,High
104,54,20,2,Medium
37,28,2,1,Low
104,20,13,0,Medium
56,56,13,2,Low
45,46,23,1,Low
195,28,9,1,High
142,59,16,0,High
88,47,12,1,Medium
120,35,8,2,Medium
151,39,11,1,High
99,23,3,2,Medium
116,75,0,1,Medium
70,28,20,1,Medium
132,29,6,2,High
76,39,23,2,Medium
44,55,8,1,Low
25,60,3,0,Low
46,46,5,1,Low
39,16,4,2,Low
140,52,3,0,High
180,32,15,2,High
170,45,12,1,High
121,38,5,2,High
94,79,3,2,Medium
99,52,22,2,Medium
143,45,4,1,High
157,69,7,0,High
92,62,7,2,Medium
110,66,20,2,Medium
139,37,19,0,High
90,69,7,1,Medium
13,51,21,1,Low
19,37,19,1,Low
51,23,15,2,Low
41,17,1,2,Low
16,31,20,2,Low
19,52,15,1,Low
119,67,5,2,Medium
176,73,3,1,High
39,56,14,0,Low
106,33,12,0,Medium
37,46,18,0,Low
188,19,1,2,High
146,30,7,2,High
60,37,20,1,Low
20,34,7,1,Low
154,15,19,2,High
28,52,18,0,Low
134,79,19,0,High
48,36,4,0,Low
60,79,0,1,Low
161,77,13,0,High
141,71,23,0,High
56,42,1,0,Low
21,54,19,2,Low
163,10,1,1,High
81,65,21,1,Medium
113,45,22,2,Medium
112,52,22,2,Medium
93,18,10,2,Medium
184,57,8,0,High
109,36,17,1,Medium
36,13,19,2,Low
142,44,14,1,High
68,15,21,2,Medium
57,59,1,0,Low
18,26,4,0,Low
170,55,0,0,High
174,74,6,0,High
90,74,20,0,Medium
31,59,13,1,Low
107,65,11,1,Medium
72,23,8,2,Medium
77,71,17,1,Medium
65,51,18,0,Medium
145,19,3,0,High
181,24,21,0,High
71,21,6,0,Medium
29,64,10,0,Low
189,17,21,0,High
159,47,19,1,High
23,45,13,1,Low
168,33,3,1,High
96,17,16,1,Medium
148,61,16,2,High
142,38,9,0,High
44,68,23,2,Low
46,26,16,2,Low
138,27,13,0,High
112,20,12,1,Medium
175,15,19,0,High
65,77,7,0,Medium
11,60,20,0,Low
115,44,2,1,Medium
181,46,3,0,High
150,25,12,1,High
107,71,18,1,Medium
141,16,17,2,High
183,60,22,0,High
77,65,8,1,Medium
147,61,11,0,High
114,68,18,2,Medium
165,12,2,1,High
86,51,2,1,Medium
73,35,13,0,Medium
110,31,10,2,Medium
32,35,20,2,Low
185,34,21,2,High
34,14,3,1,Low
93,26,4,2,Medium
151,43,13,0,High
41,66,2,0,Low
165,61,10,2,High
151,30,23,1,High
20,21,13,0,Low
134,52,0,2,High
40,20,6,0,Low
171,70,5,1,High
10,15,17,2,Low
11,41,13,2,Low
125,23,1,1,High
199,21,18,0,High
56,45,17,0,Low
75,25,7,2,Medium
191,13,8,1,High
35,59,21,2,Low
71,25,7,2,Medium
25,24,10,1,Low
129,26,23,1,High
195,20,13,2,High
35,43,1,1,Low
39,67,1,0,Low
56,62,8,0,Low
191,65,13,2,High
60,79,22,2,Low
175,39,0,0,High
59,40,22,1,Low
38,79,19,1,Low
86,15,13,1,Medium
174,60,12,2,High
127,15,10,1,High
24,67,3,2,Low
174,43,21,2,High
184,19,11,2,High
17,62,4,1,Low
15,59,21,0,Low
11,57,14,1,Low
194,42,12,1,High
96,26,2,2,Medium
185,24,13,2,High
67,23,17,2,Medium
60,77,5,2,Low
85,17,11,2,Medium
142,73,6,2,High
126,15,2,0,High
161,28,4,2,High
98,73,5,2,Medium
184,32,11,0,High
188,40,4,0,High
188,47,21,2,High
110,19,22,0,Medium
54,78,18,0,Low
37,26,7,1,Low
148,20,11,0,High
120,48,6,2,Medium
142,39,20,0,High
41,11,11,1,Low
152,40,0,2,High
112,56,5,2,Medium
152,52,15,2,High
78,77,12,0,Medium
153,66,4,2,High
15,63,6,0,Low
29,57,15,1,Low
90,42,18,2,Medium
143,51,19,2,High
190,69,12,2,High
168,75,5,2,High
89,34,21,0,Medium
133,41,20,0,High
95,31,15,1,Medium
158,38,12,1,High
34,60,19,0,Low
17,76,2,0,Low
22,11,12,0,Low
84,45,12,2,Medium
162,33,14,2,High
16,21,0,2,Low
129,57,13,1,High
85,73,20,1,Medium
74,71,22,0,Medium
198,75,2,1,High
85,52,11,0,Medium
156,50,12,2,High
114,48,19,1,Medium
140,52,5,0,High
64,72,7,0,Medium
24,66,23,2,Low
68,43,21,0,Medium
45,57,0,0,Low
84,52,0,0,Medium
111,44,7,0,Medium
111,21,19,2,Medium
193,56,17,1,High
152,56,10,1,High
85,12,18,1,Medium
140,34,12,1,High
187,53,1,0,High
155,27,6,2,High
103,14,4,1,Medium
159,65,23,2,High
36,20,0,0,Low
131,53,22,0,High
107,65,18,2,Medium
11,38,11,1,Low
125,61,5,0,High
18,31,22,0,Low
26,71,6,1,Low
80,52,5,0,Medium
165,17,7,1,High
108,29,3,1,Medium
164,34,21,0,High
189,62,22,1,High
44,31,2,0,Low
150,22,6,1,High
129,10,23,2,High
39,22,20,1,Low
99,67,8,1,Medium
126,20,16,1,High
146,77,4,0,High
178,13,9,1,High
95,31,10,1,Medium
34,29,5,1,Low
88,69,13,2,Medium
180,72,19,0,High
140,67,17,2,High
167,39,14,2,High
56,50,0,0,Low
181,75,19,2,High
49,55,0,1,Low
106,22,1,1,Medium
131,20,20,2,High
149,45,10,0,High
86,70,10,1,Medium
22,34,2,1,Low
64,42,7,2,Medium
41,12,17,2,Low
142,51,11,0,High
18,30,14,0,Low
175,63,23,0,High
195,25,21,0,High
68,42,1,1,Medium
157,35,10,1,High
121,33,12,1,High
38,49,11,1,Low
151,32,20,2,High
101,19,15,1,Medium
167,71,13,0,High
194,36,4,1,High
170,39,3,1,High
43,41,18,2,Low
64,18,22,2,Medium
41,72,6,0,Low
17,48,23,0,Low
189,79,4,1,High
56,45,7,2,Low
88,16,16,1,Medium
10,28,12,2,Low
104,73,1,0,Medium
151,15,3,2,High
76,43,16,0,Medium
74,17,13,0,Medium
124,63,3,1,High
77,32,22,1,Medium
191,57,20,1,High
104,59,5,1,Medium
165,21,2,1,High
190,17,7,0,High
175,37,6,1,High
79,72,13,2,Medium
103,51,14,1,Medium
157,29,13,1,High
153,21,19,0,High
98,17,22,2,Medium
162,14,23,2,High
72,73,7,1,Medium
61,38,22,2,Medium
100,76,2,2,Medium
39,46,18,0,Low
141,68,14,0,High
178,14,13,1,High
128,24,5,2,High
122,25,19,2,High
48,78,6,0,Low
65,79,11,2,Medium
49,40,13,2,Low
140,78,7,0,High
180,71,11,2,High
175,70,14,0,High
31,54,23,0,Low
150,38,21,1,High
68,58,19,0,Medium
111,77,13,0,Medium
70,18,2,2,Medium
124,39,6,0,High
148,13,15,0,High
133,27,4,2,High
70,52,23,2,Medium
109,30,4,1,Medium
58,70,10,1,Low
63,21,12,2,Medium
150,63,13,0,High
65,63,23,2,Medium
87,13,21,2,Medium
177,26,23,1,High
83,21,13,2,Medium
193,20,15,1,High
171,73,3,2,High
86,29,3,2,Medium
173,40,5,0,High
103,48,17,1,Medium
31,18,3,0,Low
120,33,23,2,Medium
127,53,15,1,High
56,43,19,0,Low
34,44,19,0,Low
144,61,10,2,High
185,11,0,2,High
117,54,0,2,Medium
71,20,9,1,Medium
165,47,16,0,High
80,24,2,2,Medium
143,65,12,0,High
56,77,2,2,Low
192,24,1,2,High
158,58,23,2,High
53,54,16,2,Low
178,63,6,0,High
92,39,1,0,Medium
61,71,7,0,Medium
73,15,16,2,Medium
128,15,4,0,High
165,36,14,1,High
186,20,9,2,High
134,47,15,2,High
52,36,6,0,Low
149,14,5,2,High
102,33,3,1,Medium
73,62,4,0,Medium
139,58,1,2,High
121,70,23,2,High
174,21,14,0,High
62,32,23,0,Medium
151,14,3,1,High
96,54,20,1,Medium
152,46,4,1,High
71,22,21,1,Medium
47,31,16,1,Low
17,74,5,1,Low
139,51,20,1,High
161,27,1,2,High
59,68,16,0,Low
50,68,8,1,Low
87,49,4,1,Medium
185,66,1,0,High
38,33,17,0,Low
40,10,17,1,Low
110,64,20,2,Medium
14,74,13,1,Low
61,33,11,0,Medium
170,66,3,2,High
66,59,4,1,Medium
108,47,21,2,Medium
27,72,9,0,Low
181,21,19,2,High
169,53,19,0,High
50,50,7,0,Low
66,53,17,2,Medium
146,52,2,1,High
138,24,10,0,High
48,31,17,0,Low
180,64,22,0,High
60,18,21,1,Low
35,13,4,2,Low
47,33,1,2,Low
175,62,1,1,High
196,19,6,2,High
155,35,5,1,High
199,51,8,2,High
41,43,6,0,Low
88,44,4,0,Medium
99,29,8,0,Medium
198,31,13,1,High
199,69,12,0,High
81,14,13,2,Medium
78,13,9,1,Medium
33,68,9,1,Low
97,45,5,0,Medium
173,22,18,0,High
59,58,21,2,Low
101,56,13,2,Medium
145,26,7,2,High
43,14,18,2,Low
161,74,20,0,High
106,59,13,2,Medium
18,58,13,2,Low
153,39,16,0,High
145,61,18,0,High
161,15,8,1,High
173,16,5,1,High
51,62,2,0,Low
84,44,14,2,Medium
182,65,21,2,High
100,72,11,2,Medium
154,63,8,2,High
107,52,15,1,Medium
48,33,16,0,Low
138,50,3,0,High
184,55,17,0,High
99,47,16,1,Medium
81,15,5,0,Medium
186,50,7,2,High
116,36,3,0,Medium
77,35,23,0,Medium
99,39,18,0,Medium
194,71,13,2,High
193,61,13,2,High
184,79,20,0,High
72,79,7,2,Medium
173,63,20,2,High
106,41,4,2,Medium
157,22,13,2,High
104,10,4,2,Medium
36,23,23,0,Low
130,26,7,2,High
40,26,9,0,Low
189,64,7,1,High
17,46,12,1,Low
95,63,9,1,Medium
107,69,2,0,Medium
108,23,4,1,Medium
105,67,23,0,Medium
129,76,2,2,High
37,17,16,2,Low
96,43,0,2,Medium
91,57,8,1,Medium
150,61,16,2,High
72,31,2,2,Medium
176,63,5,2,High
56,67,13,2,Low
28,62,15,1,Low
136,39,1,0,High
21,54,18,0,Low
172,64,15,2,High
159,55,13,0,High
151,28,3,2,High
172,11,7,1,High
20,15,11,2,Low
62,31,20,0,Medium
95,51,14,0,Medium
101,20,23,2,Medium
58,46,10,0,Low
189,70,4,1,High
139,68,8,0,High
110,29,5,1,Medium
96,19,13,1,Medium
93,52,5,1,Medium
186,38,16,2,High
45,10,7,2,Low
196,66,2,1,High
155,38,5,0,High
185,17,14,1,High
65,75,21,2,Medium
160,26,11,1,High
124,16,20,0,High
161,33,22,1,High
68,14,23,1,Medium
32,31,13,0,Low
149,14,0,1,High
194,38,15,1,High
30,76,0,1,Low
22,25,18,1,Low
165,36,14,0,High
71,70,15,2,Medium
20,73,14,2,Low
185,20,3,0,High
59,54,0,0,Low
184,30,15,0,High
174,12,22,0,High
176,17,20,0,High
53,63,10,1,Low
40,38,22,0,Low
66,54,8,0,Medium
55,19,20,0,Low
112,78,20,0,Medium
72,55,2,2,Medium
95,55,2,2,Medium
39,66,0,1,Low
66,64,0,2,Medium
77,67,8,2,Medium
152,71,9,1,High
32,57,18,2,Low
58,40,11,1,Low
108,68,15,2,Medium
48,31,12,2,Low
64,46,2,0,Medium
89,68,6,1,Medium
87,24,0,2,Medium
179,11,8,2,High
167,56,22,1,High
196,48,6,0,High
137,79,2,2,High
98,61,7,0,Medium
25,70,20,1,Low
171,18,11,2,High
98,36,4,0,Medium
47,38,13,2,Low
129,33,0,0,High
98,61,16,1,Medium
46,78,0,2,Low
122,32,5,2,High
140,14,11,2,High
136,41,0,0,High
52,48,23,0,Low
165,75,9,0,High
65,28,23,2,Medium
115,65,23,1,Medium
59,43,7,2,Low
142,67,3,0,High
184,69,0,2,High
24,72,19,0,Low
133,20,21,1,High
185,57,20,0,High
176,36,18,1,High
152,20,11,1,High
197,41,12,0,High
68,46,13,0,Medium
131,67,6,2,High
195,56,6,0,High
122,65,4,2,High
191,41,6,1,High
20,75,12,1,Low
55,24,1,0,Low
160,72,13,2,High
149,68,9,1,High
43,75,1,0,Low
46,76,11,1,Low
127,78,20,1,High
100,56,15,0,Medium
161,71,15,2,High
188,52,3,2,High
103,38,18,1,Medium
56,36,15,0,Low
67,71,9,2,Medium
177,46,21,1,High
194,18,9,1,High
187,69,0,0,High
82,67,18,1,Medium
162,50,22,2,High
135,18,21,1,High
158,71,0,0,High
170,65,20,0,High
40,21,10,1,Low
15,71,16,1,Low
27,46,23,2,Low
101,60,3,0,Medium
190,22,21,1,High
195,16,20,2,High
13,33,19,0,Low
45,30,12,2,Low
163,34,4,0,High
102,55,6,1,Medium
34,44,4,0,Low
134,60,7,2,High
85,63,12,1,Medium
139,77,17,2,High
191,59,8,2,High
139,47,13,1,High
41,10,8,0,Low
13,72,18,1,Low
112,43,15,2,Medium
46,11,9,2,Low
39,76,4,2,Low
116,22,17,2,Medium
133,42,2,2,High
119,71,18,0,Medium
24,23,10,2,Low
87,59,9,0,Medium
24,38,19,0,Low
71,48,16,0,Medium
79,30,15,1,Medium
31,24,9,2,Low
123,34,6,0,High
54,17,10,1,Low
38,72,2,2,Low
21,42,15,2,Low
32,38,13,0,Low
61,34,0,0,Medium
51,75,22,0,Low
107,24,17,1,Medium
115,38,8,2,Medium
179,14,12,2,High
133,71,15,2,High
25,25,17,1,Low
180,51,11,1,High
152,64,13,0,High
61,50,8,0,Medium
61,78,19,0,Medium
115,37,5,1,Medium
161,67,12,0,High
26,23,17,1,Low
31,23,4,0,Low
50,30,11,2,Low
149,55,11,0,High
21,37,11,0,Low
93,56,8,2,Medium
151,27,4,2,High
154,28,13,0,High
160,74,2,1,High
85,55,18,2,Medium
164,10,16,0,High
148,11,23,2,High
181,29,16,2,High
21,64,20,2,Low
166,24,0,2,High
117,42,15,2,Medium
162,72,11,2,High
125,70,3,1,High
58,16,13,2,Low
127,29,4,0,High
44,16,19,1,Low
52,51,16,1,Low
62,33,4,1,Medium
129,60,8,0,High
189,57,6,2,High
169,25,12,1,High
69,64,3,0,Medium
68,13,19,1,Medium
152,75,16,2,High
90,45,5,0,Medium
64,32,20,0,Medium
166,67,1,1,High
17,73,11,0,Low
195,67,9,0,High
117,58,5,2,Medium
195,63,4,1,High
24,32,0,2,Low
161,16,2,0,High
37,19,0,0,Low
62,36,12,2,Medium
37,41,0,2,Low
168,70,4,2,High
192,17,6,2,High
199,21,5,1,High
183,74,1,1,High
192,37,17,0,High
91,62,8,1,Medium
106,18,19,0,Medium
163,51,6,0,High
145,47,23,0,High
40,34,14,0,Low
20,65,12,2,Low
47,66,13,1,Low
197,78,9,2,High
61,27,15,2,Medium
144,27,16,0,High
116,55,18,2,Medium
23,11,14,2,Low
110,35,8,0,Medium
57,48,21,2,Low
194,70,9,0,High
55,63,14,0,Low
127,60,9,2,High
87,55,14,0,Medium
103,79,1,2,Medium
52,32,8,2,Low
48,20,8,2,Low
143,43,10,1,High
40,23,10,2,Low
36,77,7,2,Low
65,22,1,1,Medium
101,68,18,2,Medium
77,57,6,1,Medium
150,33,0,1,High
105,12,19,2,Medium
99,48,22,2,Medium
129,56,14,1,High
75,21,1,0,Medium
32,40,19,2,Low
118,46,2,0,Medium
79,41,18,1,Medium
113,10,0,1,Medium
37,14,8,2,Low
185,72,4,1,High
39,30,3,2,Low
14,20,5,0,Low
74,54,14,2,Medium
101,27,12,0,Medium
90,16,8,2,Medium
119,56,10,0,Medium
191,39,23,2,High
154,37,13,0,High
179,17,10,0,High
75,33,15,2,Medium
46,26,19,2,Low
158,22,1,1,High
39,64,19,1,Low
137,39,15,2,High
40,54,16,1,Low
24,25,16,2,Low
129,12,14,2,High
139,72,8,0,High
79,39,18,0,Medium
50,19,1,0,Low
88,58,12,1,Medium
192,70,9,1,High
84,75,13,1,Medium
119,36,20,0,Medium
17,26,21,2,Low
85,26,2,1,Medium
164,78,16,1,High
147,49,12,1,High
77,71,20,2,Medium
82,20,4,1,Medium
108,35,4,0,Medium
24,41,21,1,Low
19,38,8,2,Low
175,44,16,1,High
125,30,10,1,High
43,12,8,0,Low
183,37,9,1,High
94,13,0,2,Medium
125,13,0,0,High
44,39,10,2,Low
68,66,14,2,Medium
128,69,21,0,High
176,30,5,1,High
22,75,5,0,Low
88,17,22,2,Medium
133,53,10,0,High
49,67,13,1,Low
146,32,15,2,High
99,61,14,1,Medium
137,10,5,2,High
24,58,21,1,Low
125,69,9,1,High
193,55,1,2,High
113,31,2,2,Medium
177,45,5,1,High
30,69,17,0,Low
173,25,23,0,High
86,49,15,2,Medium
174,59,23,0,High
172,11,23,0,High
138,35,16,1,High
125,67,20,0,High
70,54,20,0,Medium
65,17,6,2,Medium
151,28,10,1,High
58,60,10,1,Low
10,55,14,1,Low
55,48,5,2,Low
73,49,18,0,Medium
14,19,15,1,Low
162,22,13,0,High
36,20,21,2,Low
135,14,19,1,High
164,24,3,1,High
10,51,18,0,Low
37,48,10,1,Low
91,33,3,0,Medium
144,67,8,1,High
106,16,11,0,Medium
30,35,3,0,Low
139,62,22,1,High
154,57,0,2,High
129,23,6,1,High
88,21,9,1,Medium
97,62,22,1,Medium
53,48,6,0,Low
167,12,9,2,High
92,27,12,2,Medium
64,26,23,2,Medium
198,47,15,0,High
65,55,9,2,Medium
168,46,2,1,High
130,58,6,1,High
137,68,22,2,High
117,67,22,1,Medium
41,20,1,0,Low
26,25,22,2,Low
62,59,9,0,Medium
68,31,23,0,Medium
117,63,6,1,Medium
15,62,0,0,Low
165,36,9,1,High
128,51,10,2,High
188,20,3,1,High
182,57,6,2,High
154,21,10,0,High
31,66,20,0,Low
81,36,18,1,Medium
46,56,14,0,Low
172,73,16,2,High
154,42,7,0,High
158,21,5,1,High
35,43,20,1,Low
110,15,6,2,Medium
159,79,9,1,High
128,13,10,0,High
157,30,17,1,High
142,61,16,2,High
134,24,10,1,High
170,12,3,0,High
164,49,5,0,High
179,75,22,2,High
161,60,17,2,High
13,20,4,0,Low
64,36,16,0,Medium
174,17,2,2,High
118,55,19,1,Medium
19,22,3,2,Low
101,30,16,1,Medium
33,33,20,0,Low
150,63,19,0,High
155,40,12,2,High
57,36,0,1,Low
52,26,9,0,Low
22,51,4,2,Low
94,52,13,0,Medium
114,41,21,2,Medium
56,38,20,0,Low
186,71,17,1,High
28,72,21,0,Low
22,22,9,1,Low
49,66,11,0,Low
12,75,10,1,Low
82,68,8,2,Medium
28,58,15,2,Low
42,73,20,1,Low
69,72,7,0,Medium
154,54,21,0,High
92,72,8,2,Medium
174,44,20,0,High
33,75,8,0,Low
111,42,19,0,Medium
60,35,14,0,Low
33,20,22,1,Low
178,62,17,2,High
143,16,2,2,High
162,76,23,2,High
150,66,12,2,High
124,53,1,0,High
110,22,14,2,Medium
178,56,17,2,High
57,20,1,0,Low
129,73,3,2,High
169,30,13,1,High
21,63,9,2,Low
86,57,18,2,Medium
158,51,11,1,High
58,62,19,0,Low
73,40,18,2,Medium
57,21,17,0,Low
44,35,23,2,Low
182,42,15,0,High
183,67,1,2,High
184,54,6,1,High
85,30,23,2,Medium
67,17,1,1,Medium
161,62,15,2,High
179,78,10,0,High
90,53,22,2,Medium
132,49,18,0,High
133,10,19,2,High
155,65,12,0,High
12,54,21,2,Low
95,67,22,1,Medium
61,54,23,0,Medium
134,28,0,2,High
59,65,18,1,Low
125,27,14,1,High
43,62,12,1,Low
93,23,20,0,Medium
40,48,9,2,Low
124,35,6,1,High
139,76,11,0,High
80,10,8,2,Medium
158,31,0,0,High
119,14,7,1,Medium
118,79,20,1,Medium
21,55,5,1,Low
44,15,14,0,Low
64,34,14,0,Medium
145,65,9,0,High
44,38,7,2,Low
34,43,5,0,Low
98,51,2,0,Medium
95,51,21,0,Medium
43,65,17,0,Low
177,45,3,1,High
150,66,22,0,High
23,25,5,1,Low
54,47,10,1,Low
169,34,23,1,High
45,57,20,1,Low
178,38,12,1,High
141,40,19,1,High
197,66,2,2,High
185,78,7,0,High
111,60,19,0,Medium
17,45,6,0,Low
23,72,15,1,Low
126,55,7,2,High
184,16,8,0,High
139,54,12,1,High
75,10,14,1,Medium
19,47,13,2,Low
11,28,2,2,Low
62,17,12,2,Medium
42,32,3,2,Low
52,40,12,2,Low
35,44,4,0,Low
157,75,9,2,High
123,68,11,0,High
29,71,2,0,Low
154,64,23,0,High
182,17,12,2,High
194,15,18,2,High
63,64,7,2,Medium
197,64,4,2,High
137,36,14,0,High
131,46,2,2,High
79,11,13,1,Medium
18,36,8,0,Low
97,28,12,0,Medium
87,33,21,1,Medium
195,27,17,0,High
131,12,11,0,High
180,62,23,2,High
198,43,23,2,High
147,32,2,1,High
38,76,13,0,Low
59,37,1,1,Low
177,69,5,0,High
149,49,14,1,High
117,19,3,2,Medium
176,18,18,0,High
86,24,12,0,Medium
165,63,0,2,High
45,50,20,1,Low
113,30,17,1,Medium
161,68,13,1,High
65,28,6,2,Medium
173,23,20,2,High
167,28,6,0,High
82,19,10,1,Medium
162,50,20,2,High
195,46,12,0,High
124,22,10,2,High
36,26,19,1,Low
103,34,23,2,Medium
60,71,20,0,Low
22,55,19,1,Low
33,56,6,1,Low
57,70,3,0,Low
170,62,7,0,High
155,21,14,2,High
38,36,20,2,Low
43,76,17,2,Low
49,36,5,1,Low
28,47,23,2,Low
131,34,4,0,High
105,49,4,2,Medium
91,63,9,1,Medium
23,36,11,0,Low
151,25,20,2,High
174,21,21,2,High
36,17,1,2,Low
165,75,16,2,High
115,54,11,1,Medium
116,19,3,1,Medium
184,19,23,0,High
32,18,21,0,Low
130,63,11,0,High
16,76,22,2,Low
129,19,2,0,High
80,46,15,0,Medium
129,43,4,1,High
193,45,20,1,High
54,30,23,2,Low
138,22,11,0,High
136,51,18,2,High
133,52,18,0,High
39,43,11,2,Low
65,72,2,0,Medium
97,50,17,1,Medium
194,47,19,1,High
73,27,10,0,Medium
47,11,16,1,Low
72,51,0,2,Medium
48,61,23,0,Low
40,25,14,0,Low
51,62,11,2,Low
21,29,12,0,Low
56,17,0,1,Low
64,42,4,1,Medium
40,19,5,0,Low
100,78,4,1,Medium
157,77,22,2,High
143,37,1,2,High
51,35,0,0,Low
177,51,1,1,High
39,22,14,1,Low
156,36,14,0,High
105,61,23,1,Medium
163,37,5,2,High
105,22,5,1,Medium
98,12,12,0,Medium
152,20,3,0,High
64,59,16,2,Medium
91,16,19,2,Medium
71,68,8,0,Medium
98,56,20,1,Medium
174,21,0,0,High
109,66,5,1,Medium
174,72,1,1,High
25,26,9,0,Low
43,48,6,2,Low
157,42,11,2,High
99,74,2,0,Medium
46,45,20,2,Low
72,70,18,0,Medium
161,21,17,2,High
123,22,7,1,High
118,58,9,1,Medium
167,23,0,0,High
84,23,14,1,Medium
28,21,13,1,Low
169,72,15,2,High
109,34,8,0,Medium
91,22,5,2,Medium
61,22,2,1,Medium
47,19,1,0,Low
161,28,20,2,High
42,15,11,0,Low
99,42,20,1,Medium
14,35,6,1,Low
195,47,0,2,High
113,70,8,0,Medium
40,43,1,2,Low
15,58,17,1,Low
30,44,7,2,Low
161,16,11,2,High
89,15,20,1,Medium
110,69,23,1,Medium
85,43,3,1,Medium
193,25,14,2,High
136,66,9,2,High
110,68,11,2,Medium
192,77,18,1,High
34,34,18,0,Low
158,33,8,0,High
64,60,6,0,Medium
100,75,16,2,Medium
46,55,22,2,Low
17,61,20,2,Low
